id,hashtag,board_id,content
41,"[{""tag"":""카페""},{""tag"":""문화""},{""tag"":""체험""}]",41,"한국의 역사와 미술, 경복궁과 갤러리 투어 3일을 마치고 돌아왔어요! 이번 여행은 서울의 역사적인 장소와 현대 미술을 동시에 즐기는 것이 목표였어요. 첫째 날, 우리는 경복궁과 창덕궁을 돌며 한국의 역사적인 아름다움을 느꼈어요. 

둘째 날, 서울의 현대미술 갤러리에서 다양한 작품을 감상하며 예술의 세계에 몰두했어요. 다양한 예술 형식을 접하는 것은 정말로 특별한 경험이었어요. 

마지막 날, 광화문 광장에서 서울의 전망을 바라보며 이번 여행을 마무리했어요. 서울은 역사와 예술이 공존하는 아름다운 도시예요. 다음에는 다른 서울의 역사적인 장소와 예술을 만나러 가고 싶어요!"
42,"[{""tag"":""힐링""},{""tag"":""액티비티""},{""tag"":""자연""},{""tag"":""숙박""}]",42,"휴양의 바다와 데이트 즐기기 4일을 마치고 돌아왔어요! 이번 여행은 아름다운 해변과 로맨틱한 데이트를 즐기는 것이 목표였어요. 첫째 날, 우리는 푸른 바다와 백사장에서 낭만적인 휴양을 시작했어요. 

첫째 날, 섬 사이로 펼쳐진 바다에서의 요트 투어와 해변에서의 소풍을 통해 로맨틱한 데이트를 즐겼어요. 여유로운 시간이 정말로 특별했어요. 

마지막 날, 해변의 일몰을 감상하며 이번 데이트 여행을 마무리했어요. 바다의 아름다움과 함께한 특별한 순간이 기억에 남아요. 다음에는 어떤 해변에서 로맨틱한 데이트를 할지 기대돼요!"
43,"[{""tag"":""관광""},{""tag"":""산""},{""tag"":""액티비티""},{""tag"":""쇼핑""}]",43,"자연의 품에 안기는 모험 3일을 마치고 돌아왔어요! 이번 여행은 깊은 산속과 자연 속에서의 모험을 즐기는 것이 목표였어요. 첫째 날, 우리는 무성한 숲과 시원한 계곡에서의 트레킹을 통해 자연의 아름다움을 느꼈어요. 

둘째 날, 산 정상에서의 일출 감상과 함께한 아침 피크닉으로 모험의 끝을 맞았어요. 멋진 풍경과 함께한 모험이 정말로 특별했어요. 

마지막 날, 자연 속에서의 요가와 명상을 통해 이번 모험을 마무리했어요. 자연의 소중함을 느낄 수 있는 여행이었어요. 다음에는 어떤 자연에서의 모험을 경험해볼지 기대돼요!"
44,"[{""tag"":""도심""},{""tag"":""문화""},{""tag"":""숙박""},{""tag"":""음식""}]",44,"도시 속 문화 탐험과 레스토랑 맛보기 4일을 마치고 돌아왔어요! 이번 여행은 도시의 다양한 문화와 맛있는 음식을 즐기는 것이 목표였어요. 첫째 날, 우리는 도심 속 거리 예술과 역사적인 건물을 돌며 도시의 매력을 느꼈어요. 

둘째 날, 다양한 레스토랑에서의 푸드 투어를 통해 현지 음식 문화를 체험했어요. 맛있는 음식에 푹 빠져들었어요. 

마지막 날, 도시의 브런치 카페에서의 여유로운 시간을 즐기며 이번 도시 여행을 마무리했어요. 도시의 다양한 문화와 맛을 만나는 여행이 정말로 즐거웠어요. 다음에는 어떤 도시에서의 문화 탐험을 할지 기대돼요!"
45,"[{""tag"":""문화""},{""tag"":""자연""},{""tag"":""음식""}]",45,"음식과 자연이 어우러진 체험 여행 5일을 마치고 돌아왔어요! 이번 여행은 자연 속에서의 힐링과 현지 음식의 맛을 동시에 즐기는 것이 목표였어요. 첫째 날, 우리는 숲속에서의 요가와 힐링 워크를 통해 마음을 정화했어요. ♀

첫째 날, 현지 마켓에서 신선한 재료로 만든 음식을 맛보며 현지 문화에 깊이 통찰했어요. 다양한 맛과 향에 즐거움을 느꼈어요. 

마지막 날, 자연 속에서의 소풍과 피크닉을 통해 이번 여행을 마무리했어요. 음식과 자연의 조화로운 여행은 정말로 특별했어요. 다음에는 어떤 음식과 자연이 어우러진 여행을 떠날지 기대돼요!"
46,"[{""tag"":""액티비티""},{""tag"":""산""},{""tag"":""자연""},{""tag"":""풍경""}]",46,"즐거운 여행의 풍경과 액티비티 3일을 마치고 돌아왔어요! 이번 여행은 멋진 풍경과 다양한 액티비티를 통해 즐거움을 찾는 것이 목표였어요. 첫째 날, 우리는 일출을 바라보며 여행의 시작을 알렸어요. 

첫째 날, 야외에서의 스릴 넘치는 액티비티와 함께 자연 속에서의 모험을 즐겼어요. 신나는 순간들이 가득했어요. ♂

마지막 날, 여유로운 풍경을 감상하며 이번 여행을 마무리했어요. 여행의 감동과 재미가 가득한 즐거운 여행이었어요. 다음에는 어떤 풍경과 액티비티를 즐길지 기대돼요!"
47,"[{""tag"":""관광""},{""tag"":""자연""},{""tag"":""바다""}]",47,"강원도 소나무 숲과 동해안 드라이브 여행 3일을 마치고 돌아왔어요! 이번 여행은 강원도의 푸른 소나무 숲과 동해안을 돌며 멋진 풍경을 즐기는 것이 목표였어요. 첫째 날, 춘천의 소나무 숲에서 자연의 소리를 감상하며 여유로운 트레킹을 즐겼어요. ♀

첫째 날, 동해안을 따라 가며 바다의 푸른 물과 함께하는 드라이브를 즐겼어요. 특히 속초의 남해 고속도로 풍경은 정말로 아름다웠어요. 

마지막 날, 강릉의 전통 시장에서 현지 음식을 맛보며 이번 강원도 여행을 마무리했어요. 강원도의 자연과 풍경은 언제나 새롭고 감동적이에요. 다음에는 어떤 강원도 여행을 떠날지 기대돼요!"
48,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""카페""},{""tag"":""체험""}]",48,"경주의 역사와 자연, 체험가의 모험 4일을 마치고 돌아왔어요! 이번 여행은 경주의 역사적인 장소와 아름다운 자연 속에서의 모험을 즐기는 것이 목표였어요. 첫째 날, 우리는 석굴암과 불국사를 돌며 한국의 역사에 푹 빠져들었어요. 

둘째 날, 경주의 동궁과 월정사에서의 체험 활동을 통해 전통 문화를 체험했어요. 특히 전통 의상 입고 다다올라 타고 다니는 경주 풍경은 정말로 멋졌어요. 

마지막 날, 경주 호반의 자연 풍경과 함께한 사적지 투어를 통해 이번 여행을 마무리했어요. 경주는 역사와 자연이 조화롭게 어우러진 곳이에요. 다음에는 어떤 경주 여행을 떠날지 기대돼요!"
49,"[{""tag"":""관광""},{""tag"":""자연""},{""tag"":""풍경""},{""tag"":""힐링""}]",49,"제주의 신비로운 자연과 바다 휴가 5일을 마치고 돌아왔어요! 이번 여행은 제주의 푸른 바다와 신비로운 자연 풍경을 탐험하는 것이 목표였어요. 첫째 날, 우리는 성산일출봉에서의 일출 감상과 함께 제주의 아름다운 해안을 향해 여행을 시작했어요. 

둘째 날, 한라산 자락의 명소들과 함께한 하이킹을 통해 제주의 푸른 자연을 느꼈어요. 멋진 풍경과 신비로운 분위기가 휴가를 더욱 특별하게 만들었어요. 

마지막 날, 세계 자연유산으로 등재된 만장굴에서의 탐험을 통해 이번 제주 휴가를 마무리했어요. 제주는 정말로 신비로운 곳이에요. 다음에는 어떤 제주 여행을 떠날지 기대돼요!"
50,"[{""tag"":""관광""},{""tag"":""액티비티""},{""tag"":""자연""},{""tag"":""바다""}]",50,"부산의 해운대와 광안리, 바다 휴가 4일을 마치고 돌아왔어요! 이번 여행은 부산의 대표적인 해변인 해운대와 광안리에서 여름의 즐거움을 찾는 것이 목표였어요. 첫째 날, 우리는 해운대의 모래사장에서 여름의 시작을 알렸어요. 

둘째 날, 오륙도에서의 바다 낚시와 해수욕으로 여름의 신선함을 만끽했어요. 바다에서의 다양한 액티비티가 정말 재미있었어요. ♂

마지막 날, 광안리의 야경을 감상하며 이번 부산 휴가를 마무리했어요. 부산의 바다는 언제나 매력적이에요. 다음에는 어떤 부산의 바다를 만날지 기대돼요!"
51,"[{""tag"":""관광""},{""tag"":""액티비티""},{""tag"":""자연""},{""tag"":""힐링""}]",51,"경기도의 레저와 자연 속 힐링 여행 3일을 마치고 돌아왔어요! 이번 여행은 경기도의 자연과 레저 활동을 통해 마음을 담다 푸는 것이 목표였어요. 첫째 날, 우리는 양평의 자연을 따라 가며 자전거 여행을 즐겼어요. ♀

첫째 날, 평택의 호수에서의 수상 스포츠와 함께한 즐거운 시간으로 여름을 즐겼어요. 레저 액티비티가 마음을 상쾌하게 만들었어요. 

마지막 날, 가평의 소나무숲에서의 명상을 통해 이번 여행을 마무리했어요. 경기도의 자연은 정말로 힐링의 공간이에요. 다음에는 어떤 경기도 여행을 떠날지 기대돼요!"
52,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""음식""},{""tag"":""문화""}]",52,"전주의 한옥마을과 전통 음식 탐험 4일을 마치고 돌아왔어요! 이번 여행은 전주의 전통과 역사를 느끼며 한옥마을에서의 특별한 음식을 즐기는 것이 목표였어요. 첫째 날, 우리는 한옥 숙소에서 전통 차를 즐기며 한옥마을의 분위기를 느꼈어요. 

첫째 날, 한옥 거리에서의 전통 음식 맛보기 투어를 통해 전주의 특색 있는 맛을 즐겼어요. 매콤한 비빔밥과 달콤한 전주 비빔냉면은 정말로 특별했어요. 

마지막 날, 한옥마을의 작은 갤러리에서 전통 예술을 감상하며 이번 전주 여행을 마무리했어요. 전주는 전통과 현대가 공존하는 아름다운 곳이에요. 다음에는 어떤 전주의 맛과 문화를 찾아볼지 기대돼요!"
53,"[{""tag"":""관광""},{""tag"":""자연""},{""tag"":""문화""}]",53,"경북의 자연과 문화, 경희궁과 산소 힐링 3일을 마치고 돌아왔어요! 이번 여행은 경북의 역사적인 장소와 자연 속에서의 힐링을 찾는 것이 목표였어요. 첫째 날, 우리는 경주의 경희궁을 돌며 한국의 역사에 고요하게 접근했어요. 

첫째 날, 우도산에서의 등산을 통해 신선한 공기와 자연의 소리를 즐겼어요. 산속에서의 힐링은 마음을 정화시켜주었어요. 

마지막 날, 경주의 동궁과 경북대학교 캠퍼스를 돌며 이번 경북 여행을 마무리했어요. 경북은 역사와 자연이 아름답게 어우러진 곳이에요. 다음에는 어떤 경북의 자연과 역사를 탐험할지 기대돼요!"
54,"[{""tag"":""숙박""},{""tag"":""풍경""},{""tag"":""자연""},{""tag"":""바다""}]",54,"강원도의 새로운 명소, 소양호와 강릉 수목원 3일을 마치고 돌아왔어요! 이번 여행은 강원도의 자연 속에서의 새로운 명소를 찾아보는 것이 목표였어요. 첫째 날, 우리는 소양호에서의 카누 체험을 통해 강원도의 아름다운 자연을 느꼈어요. ♂

둘째 날, 강릉의 수목원에서의 플라워 투어와 함께한 가을 풍경은 정말로 아름다웠어요. 다양한 종류의 꽃과 나무들이 황홀한 순간을 만들어냈어요. 

마지막 날, 강릉 해변에서의 해돋이 감상을 통해 이번 강원도 여행을 마무리했어요. 강원도는 매번 새로운 발견이 있는 곳이에요. 다음에는 어떤 강원도의 숨은 명소를 찾아볼지 기대돼요!"
55,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""체험""},{""tag"":""문화""}]",55,"경북의 한옥과 정취, 안동 여행 4일을 마치고 돌아왔어요! 이번 여행은 안동의 전통적인 한옥과 역사적인 명소를 돌며 전통 문화를 체험하는 것이 목표였어요. 첫째 날, 우리는 안동 하회마을에서의 한옥 숙소에서 전통 차를 마시며 정취를 느꼈어요. 

둘째 날, 안동의 하회탈박물관에서 전통 공예 체험을 통해 한국의 역사와 예술에 다가갔어요. 전통 탈박과 함께한 시간이 정말 소중했어요. 

마지막 날, 안동의 도산서원과 하회마을을 돌며 이번 안동 여행을 마무리했어요. 안동은 한국의 전통과 아름다움이 고스란히 녹아있는 곳이에요. 다음에는 어떤 안동의 전통을 느낄지 기대돼요!"
56,"[{""tag"":""관광""},{""tag"":""자연""},{""tag"":""액티비티""}]",56,"충청도의 자연과 문화, 대천해수욕장과 충주호 3일을 마치고 돌아왔어요! 이번 여행은 충청도의 아름다운 해변과 호수를 돌며 자연과 역사를 만끽하는 것이 목표였어요. 첫째 날, 대천해수욕장에서의 해수욕과 수상 스포츠로 여름의 신선함을 느꼈어요. 

둘째 날, 충주호에서의 보트 투어와 함께한 호수 휴가는 정말 상쾌했어요. 호수에서의 여유로운 시간이 마음을 편안하게 만들었어요. 

마지막 날, 충청도의 전통 시장에서 현지 음식을 맛보며 이번 충청도 여행을 마무리했어요. 충청도는 자연과 역사가 어우러진 멋진 곳이에요. 다음에는 어떤 충청도의 자연을 탐험할지 기대돼요!"
57,"[{""tag"":""숙박""},{""tag"":""문화""},{""tag"":""쇼핑""},{""tag"":""바다""}]",57,"전남의 섬 여행, 완도와 장보도 4일을 마치고 돌아왔어요! 이번 여행은 전남의 아름다운 섬을 돌며 자연의 아름다움을 만끽하는 것이 목표였어요. 첫째 날, 우리는 완도에서의 섬 속 풍경과 바다를 눈으로 즐겼어요. 

둘째 날, 완도의 소소한 어촌 문화를 체험하며 섬 특유의 분위기를 느꼈어요. 신선한 바다 공기와 함께한 여행은 정말로 특별했어요. 

마지막 날, 장보도에서의 섬에서의 해안도로를 따라 가며 이번 전남 여행을 마무리했어요. 전남의 섬은 언제나 새로운 발견이 있는 곳이에요. 다음에는 어떤 전남의 섬을 탐험할지 기대돼요!"
58,"[{""tag"":""숙박""},{""tag"":""문화""},{""tag"":""액티비티""},{""tag"":""산""}]",58,"전북의 자연과 문화, 군산과 덕유산 3일을 마치고 돌아왔어요! 이번 여행은 전북의 아름다운 자연 풍경과 역사적인 명소를 돌며 여행의 다양한 즐거움을 찾는 것이 목표였어요. 첫째 날, 군산의 옛 마을을 거닐며 전통적인 한옥과 문화를 만끽했어요. 

둘째 날, 덕유산에서의 하이킹과 함께한 자연 속 산행은 정말로 상쾌했어요. 청정한 공기와 함께한 하루는 기분을 상쾌하게 만들었어요. ♂

셋째 날, 군산의 해안도로를 따라 가며 이번 전북 여행을 마무리했어요. 전북은 자연과 역사가 어우러진 멋진 곳이에요. 다음에는 어떤 전북의 다양한 즐거움을 찾아볼지 기대돼요!"
